task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
"Conduct field demonstrations of new products, techniques, or services.",conduct field demonstrations of new products techniques or services,Demonstrate products to consumers.,"Promote products, services, or programs.",Selling or Influencing Others,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.565,0.0017010396422442,2025-03-06,0.0604965384615384,3.88,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Conduct field demonstrations of new products, techniques, or services.",conduct field demonstrations of new products techniques or services,"Promote products, services, or programs.","Promote products, services, or programs.",Selling or Influencing Others,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.565,0.0017010396422442,2025-03-06,0.0604965384615384,3.88,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Prepare and distribute leaflets, pamphlets, and visual aids for educational and informational purposes.",prepare and distribute leaflets pamphlets and visual aids for educational and informational purposes,Develop instructional materials.,Prepare informational or instructional materials.,Documenting/Recording Information,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.746,0.004270480115401,2025-03-06,0.2932307692307692,3.69,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Organize, advise, and participate in community activities and organizations, such as county and state fair events and 4-H Clubs.",organize advise and participate in community activities and organizations such as county and state fair events and 4h clubs,Plan community programs or activities for the general public.,Plan events or programs.,"Organizing, Planning, and Prioritizing Work",Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.669,0.0003094434514501,2025-03-06,0.587605,3.64,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Conduct agricultural research, analyze data, and prepare research reports.",conduct agricultural research analyze data and prepare research reports,Research topics in area of expertise.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.746,0.0067767735019282,2025-03-06,0.046,3.6,92.59,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Conduct agricultural research, analyze data, and prepare research reports.",conduct agricultural research analyze data and prepare research reports,"Write articles, books or other original materials in area of expertise.",Write material for artistic or commercial purposes.,Documenting/Recording Information,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.746,0.0067767735019282,2025-03-06,0.046,3.6,92.59,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing.",provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies supervising properties and collecting soil and herbage samples for testing,Provide customers with general information or assistance.,"Provide information to guests, clients, or customers.",Communicating with People Outside the Organization,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.935,0.010314850998338,2025-03-06,0.1739365384615384,2.95,73.08,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing.",provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies supervising properties and collecting soil and herbage samples for testing,"Purchase materials, equipment, or other resources.",Purchase goods or services.,Monitoring and Controlling Resources,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.935,0.010314850998338,2025-03-06,0.1739365384615384,2.95,73.08,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing.",provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies supervising properties and collecting soil and herbage samples for testing,Purchase products or services.,Purchase goods or services.,Monitoring and Controlling Resources,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.935,0.010314850998338,2025-03-06,0.1739365384615384,2.95,73.08,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Plan and conduct teacher training programs and conferences dealing with new classroom procedures, instructional materials and equipment, and teaching aids.",plan and conduct teacher training programs and conferences dealing with new classroom procedures instructional materials and equipment and teaching aids,Train staff members.,Train others on operational or work procedures.,Training and Teaching Others,Instructional Coordinators,instructional coordinators,25-9031.00,Instructional Coordinators,25-9031,25-9031.00,Instructional Coordinators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.429545574093712,0.0032958054277518,2025-03-06,0.4511603846153845,4.1,96.84,1.4,74720.0,65880.0,63530.0,62700.0,65040.0,97960.0,77890.0,95560.0,77180.0,102010.0,62650.0,77590.0,64500.0,54260.0,75760.0,63290.0,75010.0,62310.0,61070.0,62220.0,65620.0,95570.0,85780.0,78460.0,77530.0,62750.0,68210.0,59230.0,64310.0,66000.0,73830.0,90100.0,73210.0,77330.0,61170.0,74630.0,74560.0,61740.0,79710.0,67180.0,60320.0,64560.0,58990.0,64840.0,73600.0,59690.0,76320.0,80620.0,91470.0,61490.0,81550.0,74060.0,74720.0,30920.0,74720.0,210850.0,2020.0,530.0,6030.0,1290.0,18550.0,3330.0,1670.0,1080.0,1260.0,11690.0,7929.999999999999,820.0,2200.0,8940.0,2540.0,3490.0,1890.0,3140.0,2160.0,480.0,3040.0,5540.0,5050.0,3510.0,1640.0,2690.0,780.0,1390.0,1220.0,480.0,3220.0,640.0,17210.0,8260.0,530.0,4470.0,2530.0,2700.0,8240.0,1120.0,3690.0,510.0,4640.0,30270.0,3280.0,790.0,5420.0,4370.0,730.0,1780.0,200.0,84.0,1040.0,46.0
Interpret and enforce provisions of state education codes and rules and regulations of state education boards.,interpret and enforce provisions of state education codes and rules and regulations of state education boards,Enforce rules or policies governing student behavior.,Monitor individual behavior or performance.,"Monitoring Processes, Materials, or Surroundings",Instructional Coordinators,instructional coordinators,25-9031.00,Instructional Coordinators,25-9031,25-9031.00,Instructional Coordinators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.358,0.0001712771437619,2025-03-06,0.6888473076923077,4.08,67.52,1.4,74720.0,65880.0,63530.0,62700.0,65040.0,97960.0,77890.0,95560.0,77180.0,102010.0,62650.0,77590.0,64500.0,54260.0,75760.0,63290.0,75010.0,62310.0,61070.0,62220.0,65620.0,95570.0,85780.0,78460.0,77530.0,62750.0,68210.0,59230.0,64310.0,66000.0,73830.0,90100.0,73210.0,77330.0,61170.0,74630.0,74560.0,61740.0,79710.0,67180.0,60320.0,64560.0,58990.0,64840.0,73600.0,59690.0,76320.0,80620.0,91470.0,61490.0,81550.0,74060.0,74720.0,30920.0,74720.0,210850.0,2020.0,530.0,6030.0,1290.0,18550.0,3330.0,1670.0,1080.0,1260.0,11690.0,7929.999999999999,820.0,2200.0,8940.0,2540.0,3490.0,1890.0,3140.0,2160.0,480.0,3040.0,5540.0,5050.0,3510.0,1640.0,2690.0,780.0,1390.0,1220.0,480.0,3220.0,640.0,17210.0,8260.0,530.0,4470.0,2530.0,2700.0,8240.0,1120.0,3690.0,510.0,4640.0,30270.0,3280.0,790.0,5420.0,4370.0,730.0,1780.0,200.0,84.0,1040.0,46.0
"Advise teaching and administrative staff in curriculum development, use of materials and equipment, and implementation of state and federal programs and procedures.",advise teaching and administrative staff in curriculum development use of materials and equipment and implementation of state and federal programs and procedures,"Advise educators on curricula, instructional methods, or policies.",Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,Instructional Coordinators,instructional coordinators,25-9031.00,Instructional Coordinators,25-9031,25-9031.00,Instructional Coordinators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.565,0.0015872938538354,2025-03-06,0.3075926923076922,4.0,88.17,1.4,74720.0,65880.0,63530.0,62700.0,65040.0,97960.0,77890.0,95560.0,77180.0,102010.0,62650.0,77590.0,64500.0,54260.0,75760.0,63290.0,75010.0,62310.0,61070.0,62220.0,65620.0,95570.0,85780.0,78460.0,77530.0,62750.0,68210.0,59230.0,64310.0,66000.0,73830.0,90100.0,73210.0,77330.0,61170.0,74630.0,74560.0,61740.0,79710.0,67180.0,60320.0,64560.0,58990.0,64840.0,73600.0,59690.0,76320.0,80620.0,91470.0,61490.0,81550.0,74060.0,74720.0,30920.0,74720.0,210850.0,2020.0,530.0,6030.0,1290.0,18550.0,3330.0,1670.0,1080.0,1260.0,11690.0,7929.999999999999,820.0,2200.0,8940.0,2540.0,3490.0,1890.0,3140.0,2160.0,480.0,3040.0,5540.0,5050.0,3510.0,1640.0,2690.0,780.0,1390.0,1220.0,480.0,3220.0,640.0,17210.0,8260.0,530.0,4470.0,2530.0,2700.0,8240.0,1120.0,3690.0,510.0,4640.0,30270.0,3280.0,790.0,5420.0,4370.0,730.0,1780.0,200.0,84.0,1040.0,46.0
Advise and teach students.,advise and teach students,Advise students on academic or career matters.,Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,Instructional Coordinators,instructional coordinators,25-9031.00,Instructional Coordinators,25-9031,25-9031.00,Instructional Coordinators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.565,0.000523981133259,2025-03-06,2.632328076923077,3.93,90.76,1.4,74720.0,65880.0,63530.0,62700.0,65040.0,97960.0,77890.0,95560.0,77180.0,102010.0,62650.0,77590.0,64500.0,54260.0,75760.0,63290.0,75010.0,62310.0,61070.0,62220.0,65620.0,95570.0,85780.0,78460.0,77530.0,62750.0,68210.0,59230.0,64310.0,66000.0,73830.0,90100.0,73210.0,77330.0,61170.0,74630.0,74560.0,61740.0,79710.0,67180.0,60320.0,64560.0,58990.0,64840.0,73600.0,59690.0,76320.0,80620.0,91470.0,61490.0,81550.0,74060.0,74720.0,30920.0,74720.0,210850.0,2020.0,530.0,6030.0,1290.0,18550.0,3330.0,1670.0,1080.0,1260.0,11690.0,7929.999999999999,820.0,2200.0,8940.0,2540.0,3490.0,1890.0,3140.0,2160.0,480.0,3040.0,5540.0,5050.0,3510.0,1640.0,2690.0,780.0,1390.0,1220.0,480.0,3220.0,640.0,17210.0,8260.0,530.0,4470.0,2530.0,2700.0,8240.0,1120.0,3690.0,510.0,4640.0,30270.0,3280.0,790.0,5420.0,4370.0,730.0,1780.0,200.0,84.0,1040.0,46.0
"Recommend, order, or authorize purchase of instructional materials, supplies, equipment, and visual aids designed to meet student educational needs and district standards.",recommend order or authorize purchase of instructional materials supplies equipment and visual aids designed to meet student educational needs and district standards,"Advise educators on curricula, instructional methods, or policies.",Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,Instructional Coordinators,instructional coordinators,25-9031.00,Instructional Coordinators,25-9031,25-9031.00,Instructional Coordinators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.565,0.0005340525076146,2025-03-06,0.1343992307692307,3.85,91.58,1.4,74720.0,65880.0,63530.0,62700.0,65040.0,97960.0,77890.0,95560.0,77180.0,102010.0,62650.0,77590.0,64500.0,54260.0,75760.0,63290.0,75010.0,62310.0,61070.0,62220.0,65620.0,95570.0,85780.0,78460.0,77530.0,62750.0,68210.0,59230.0,64310.0,66000.0,73830.0,90100.0,73210.0,77330.0,61170.0,74630.0,74560.0,61740.0,79710.0,67180.0,60320.0,64560.0,58990.0,64840.0,73600.0,59690.0,76320.0,80620.0,91470.0,61490.0,81550.0,74060.0,74720.0,30920.0,74720.0,210850.0,2020.0,530.0,6030.0,1290.0,18550.0,3330.0,1670.0,1080.0,1260.0,11690.0,7929.999999999999,820.0,2200.0,8940.0,2540.0,3490.0,1890.0,3140.0,2160.0,480.0,3040.0,5540.0,5050.0,3510.0,1640.0,2690.0,780.0,1390.0,1220.0,480.0,3220.0,640.0,17210.0,8260.0,530.0,4470.0,2530.0,2700.0,8240.0,1120.0,3690.0,510.0,4640.0,30270.0,3280.0,790.0,5420.0,4370.0,730.0,1780.0,200.0,84.0,1040.0,46.0
"Recommend, order, or authorize purchase of instructional materials, supplies, equipment, and visual aids designed to meet student educational needs and district standards.",recommend order or authorize purchase of instructional materials supplies equipment and visual aids designed to meet student educational needs and district standards,Order instructional or library materials or equipment.,Purchase goods or services.,Monitoring and Controlling Resources,Instructional Coordinators,instructional coordinators,25-9031.00,Instructional Coordinators,25-9031,25-9031.00,Instructional Coordinators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.565,0.0005340525076146,2025-03-06,0.1343992307692307,3.85,91.58,1.4,74720.0,65880.0,63530.0,62700.0,65040.0,97960.0,77890.0,95560.0,77180.0,102010.0,62650.0,77590.0,64500.0,54260.0,75760.0,63290.0,75010.0,62310.0,61070.0,62220.0,65620.0,95570.0,85780.0,78460.0,77530.0,62750.0,68210.0,59230.0,64310.0,66000.0,73830.0,90100.0,73210.0,77330.0,61170.0,74630.0,74560.0,61740.0,79710.0,67180.0,60320.0,64560.0,58990.0,64840.0,73600.0,59690.0,76320.0,80620.0,91470.0,61490.0,81550.0,74060.0,74720.0,30920.0,74720.0,210850.0,2020.0,530.0,6030.0,1290.0,18550.0,3330.0,1670.0,1080.0,1260.0,11690.0,7929.999999999999,820.0,2200.0,8940.0,2540.0,3490.0,1890.0,3140.0,2160.0,480.0,3040.0,5540.0,5050.0,3510.0,1640.0,2690.0,780.0,1390.0,1220.0,480.0,3220.0,640.0,17210.0,8260.0,530.0,4470.0,2530.0,2700.0,8240.0,1120.0,3690.0,510.0,4640.0,30270.0,3280.0,790.0,5420.0,4370.0,730.0,1780.0,200.0,84.0,1040.0,46.0
